comment,like_count,final_text,sentiment
Alhamdulillah,0,Alhamdulillah,positif
Kasian Anis masi ga nerima kemenangan 02..untungAnis ga terpilih Rakyat.klo jadi bs kacow RI.,0,Kasihan Anis masih tidak menerima kemenangan 02.. untung Anis tidak terpilih Rakyat. Kalau jadi bisa kacau RI.,negatif
"1. Gibran tidak ada
2. Fadli Zon tidak ada 
3. Fahri Hamzah tidak disalami 
4. Mayor Teddy masih ada",0,"1. Gibran tidak ada
2. Fadli Zon tidak ada 
3. Fahri Hamzah tidak disalami 
4. Mayor Teddy masih ada",negatif
Mari menuju indonesia maju. Prabowo gibran 2024,0,Mari menuju Indonesia maju. Prabowo Gibran 2024.,positif
Selamat Jendral semoga amanah.dan selalu sehat selamat dan barokah,0,"Selamat Jendral semoga amanah dan selalu sehat, selamat dan barokah.",positif
Alhamdulillah ya Allah semoga Indonesia semakin maju,1,"Alhamdulillah ya, semoga Indonesia semakin maju",positif
"Alhamdulillah ya allah terimakasih atas kesabaran saya 3xmendukung pak jendral pak prabowo ahirnya kami rakyat Indonesia bisa mengantarkan pak prabowo mas gibran menjadi persiden Indonesia menjadi org no 1 di negara Indonesia semoga pak prabowo mengemban amanah dari kami rakyat Indonesia kedepanya Indonesia semakin jaya sejahtra menjadi Indonesia EMAS, ya Allah lindungilah pak prabowo mas gibran di mana pun berada pak prabowo sehat selalu pajang umur Amiin Allahuma Amiin",0,"Alhamdulillah ya Allah terimakasih atas kesabaran saya mendukung Pak Jendral Pak Prabowo. Akhirnya kami rakyat Indonesia bisa mengantarkan Pak Prabowo dan Mas Gibran menjadi Presiden Indonesia. Semoga Pak Prabowo mengemban amanah dari kami rakyat Indonesia ke depannya. Indonesia semakin jaya sejahtera menjadi Indonesia EMAS. Ya Allah, lindungilah Pak",positif
Alhamdulillah....semoga Indonesia mnjdi lbih baik...Amin,2,"Alhamdulillah, semoga Indonesia menjadi lebih baik. Amin.",positif
"Tugas kami sudah selesai Pak Jenderal,,.. Sekarang Tugas Mu Pak Jendral, Majukan Indonesia dan Hilangkan Kemiskinan, Indonesia sentris... Kami Yakin Bapak Bisa... Kita kawal Bapak sampai Pelantikan...",0,"Tugas kami sudah selesai Pak Jenderal. Sekarang tugasmu Pak Jenderal, majukan Indonesia dan hilangkan kemiskinan, Indonesia sentris. Kami yakin Bapak bisa. Kita kawal Bapak sampai pelantikan.",positif
"Alhamdllah akhirnya menang juga,,",0,Alhamdulillah akhirnya menang juga.,positif
SELAMAT KPD BPK PRABOWO-GIBRAN UNTUK MENUJU RI 1 YESSSS️,1,SELAMAT KEPADA BAPAK PRABOWO-GIBRAN UNTUK MENUJU RI 1 YESSSS,positif
Semoga adzab menghampiri para penghianat sura rakyat,0,Semoga azab menghampiri para penghianat suara rakyat,negatif
"Sudah puas engkau,jendral? Akhirx ambisimu tercapai jua. Mau apa engkau skrng,jendral?",0,"Sudah puas engkau, jendral? Akhirnya ambisimu tercapai juga. Mau apa engkau sekarang, jendral?",negatif
"Selamat bpk Prabowo.,..",0,Selamat Pak Prabowo.,positif
jjr aj klau gk curang sampai kiamat gk kan jd ap2 dlm pimpinan negri ini,0,Jokowi akan menang kalau tidak curang sampai kiamat tidak akan jadi apa-apa dalam kepemimpinan negara ini,negatif
Alhamdulillah RI 1 2024-2025,2,Alhamdulillah Republik Indonesia 2024-2025,netral
Berkat kerja keras dan ketulusan. Lanjut tugasnya pak. Ayo bangun Indonesia makin baik ekonominya.,0,Berkat kerja keras dan ketulusan. Lanjut tugasnya pak. Ayo bangun Indonesia makin baik ekonominya.,positif
"Kami titipkan negeri tanah tumpah darah ini padamu Jenderal semoga amanah dan dapat membawa Indonesia menjadi lebih maju, adil dan makmur  bagi seluruh rakyatnya",12,"Kami titipkan negeri tanah tumpah darah ini padamu Jenderal semoga amanah dan dapat membawa Indonesia menjadi lebih maju, adil dan makmur bagi seluruh rakyatnya",positif
Kurang joget jogetnya nih jendral padahal nungguin lho hehe,0,Kurang semangatnya nih jendral padahal nungguin lho hehe,negatif
Selamat jendral semoga jadi pemimpin yg amanah bt nkri..amin,0,Selamat jendral semoga menjadi pemimpin yang amanah untuk NKRI.. amin,positif
Mandat JKW pak,0,Mandat Jokowi pak,negatif
rakyat yang mana pak?,0,rakyat yang mana pak?,negatif
DOA YG terbaik buat PK probowo mas gibran sellu sehat panjang umur DLM lindungan allah swt prasiden Indonesia  ku Amiiiin yrb,15,"Doa yang terbaik untuk Prabowo dan Gibran selalu sehat panjang umur dalam lindungan Allah SWT, Presiden Indonesia ku. Amin ya Rabb.",positif
Prabowo gibran menuju indonesia emasss.... Selamat dan sukses selalu,0,Prabowo Gibran menuju Indonesia. Selamat dan sukses selalu.,positif
Aamiin.....,0,Aamiin.,positif
Alhamdulillah selamat bpk Prabowo dan Gibran kami seluruh rakyat Indonesia menitipkan negara ini kepada bpk,0,"Alhamdulillah selamat Bapak Prabowo dan Gibran, kami seluruh rakyat Indonesia menitipkan negara ini kepada Bapak.",positif
Selamat jugalah..meski menangnya dgn cara tak TERHORMAT++,0,Selamat juga meski menangnya dengan cara tidak terhormat.,negatif
"Aamiin, aamiin ya rabbal allamin

Bismillahirrahmanirrahim",0,"Aamiin, aamiin ya Allah

Bismillahirrahmanirrahim",positif
Alhamdulillah. Semoga bapak dapat melaksanakan tanggung jawabnya. Sehat selalu,26,Alhamdulillah. Semoga bapak dapat melaksanakan tanggung jawabnya. Sehat selalu,positif
"Selamat buat Bapak Prabowo dan Mas Gibran.Semoga bisa membawa Bangsa dan Rakyat Indonesia Semakin Maju,Adil dan Makmur.",0,"Selamat untuk Bapak Prabowo dan Mas Gibran. Semoga bisa membawa Bangsa dan Rakyat Indonesia Semakin Maju, Adil, dan Makmur.",positif
si samsul ko kaga nongol ya...,0,si Samsul kok tidak nongol ya.,negatif
Kami sangat hormati dan tetap bergandengan erat bersama pemilih diluar 02 tapi tidak untuk yg dipilih.,0,Kami sangat hormati dan tetap bergandengan erat bersama pemilih diluar pasangan calon nomor urut 02 tapi tidak untuk yang dipilih.,negatif
"Hilirasi berlanjut, SEROK SAHAM PERTAMBANGAN",0,"Hilirasi berlanjut, SEROK SAHAM PERTAMBANGAN",negatif
sukses selalu pak jendral,0,Sukses selalu Pak Jendral,positif
"GR, SORY YEEE, RAKYAT TERLALU DI PAKSAKAN,",1,"Maaf ya, rakyat terlalu dipaksa.",negatif
"01 : Curang.
03 : Curang.

Berisik banget suaranya paling sedikit, Seperti Token listrik. Makn sedikit makin berisik",0,"01: Curang.
03: Curang.

Berisik banget suaranya paling sedikit, Seperti Token listrik. Makn sedikit makin berisik",negatif
Selamat ya pak ...semoga pak prabowo selalu sehat.,0,"Selamat ya pak, semoga pak Prabowo selalu sehat.",positif
3 kali pick prabowo...nyampe jg cita2 gw dan keluarga..,0,"3 kali pilih Prabowo, akhirnya mencapai cita-cita saya dan keluarga.",positif
sy ngga kagum dgn kemenanganya 02.karena kemenanganya dari hasil kecurangan.,0,Saya tidak kagum dengan kemenangan pasangan calon nomor urut 02 karena diduga hasil dari kecurangan.,negatif
"Modal nonton film dirty vote sok"" an bilang curang...woyy mending lu ke kpu dan Simak hitungan manual smpe selesai biar gak kecuci otak kau sama film dan konten buzzer 01",0,"Modal nonton film dirty vote sok"" an bilang curang, mending kamu ke KPU dan simak hitungan manual sampai selesai agar tidak terpengaruh oleh film dan konten buzzer 01.",negatif
"Selamat pak Prabowo...Semoga bapak amanah...dan gak ada yang setir bapak....
Rangkul para rival bapak..yang sama sama memajukan negeri ini....biar semakin kuat...aamiin ya rabbal alamin",0,"Selamat pak Prabowo, semoga bapak amanah dan tidak ada yang setir bapak. Rangkul para rival bapak yang sama-sama memajukan negeri ini, biar semakin kuat. Aamiin ya rabbal alamin.",positif
Selamat buat pragip....semoga slalu di mudahkan urusannya....amiinn,0,"Selamat untuk Prabowo, semoga selalu dimudahkan urusannya, amin.",positif
KASIHAN SI FAHRI..MAU JABAT TANGAN SI KAKEK..NAMUN NGAK DITERIMA....,0,"Kasihan si Fahri, mau jabat tangan si kakek, namun tidak diterima.",negatif
selamat #02   14:00 - 14:15 semoga semuanya terbukti dan bisa dipertanggung jawabkan aamiin,0,"Selamat debat #02 14:00 - 14:15, semoga semuanya terbukti dan bisa dipertanggungjawabkan, aamiin.",netral
"Yang tidak suka dengan kemenangan bpk Prabowo Gibran, saya harap anda segera mengajukan permohonan supaya ketua KPU di ganti anda saja. Supaya anda sendiri yg mengumumkan siapa pemenangnya sesuka hati anda",0,"Yang tidak suka dengan kemenangan Bapak Prabowo Gibran, saya harap Anda segera mengajukan permohonan supaya Ketua KPU diganti Anda saja. Supaya Anda sendiri yang mengumumkan siapa pemenangnya sesuka hati Anda.",negatif
Rakyat perubahan menolak memberi mandat kpd Prabowo,1,Rakyat menolak memberi mandat kepada Prabowo,negatif
Prof Yusril emang keren,0,Prof Yusril memang keren,netral
"Katanya enggak punya apa2 pun enggak apa2, dan enggak punya jabatan pun enggak apa2, tapi kok maju terus nyosor terus, walaupun harus  dgn segala cara. Kalau gitu namanya preettt!!!",0,"Katanya tidak punya apa-apa pun tidak apa-apa, dan tidak punya jabatan pun tidak apa-apa, tapi kok maju terus nyosor terus, walaupun harus dengan segala cara. Kalau begitu namanya prett!",negatif
"Selamat Pak ,selamat bertugas",0,"Selamat Pak, selamat bertugas",positif
Ucapan gusdur waliyullah ga bakalan meleset sesuai pencoblosan no 2 Alhamdulillah...,0,Ucapan Gus Dur waliyullah tidak akan meleset sesuai pencoblosan nomor 2 Alhamdulillah.,positif
2 Preode saya pilih Prabowo.kini punya pilihan lain 01.selamat pada pa Prabowo semoga diberikan kesanggupan mengemban AMANAT RAKYAT.,0,"Pilihan saya adalah Prabowo. Kini punya pilihan lain 01. Selamat kepada Pak Prabowo, semoga diberikan kesanggupan untuk mengemban amanat rakyat.",netral
Org² munafik smua,0,Org-orang munafik semua,negatif
"tetap amanah ya pak dan bentuk kabinet dari orang2 yg amanah jg..
Karena resiko nya klo tidak, seluruh rakyat Indonesia akan jadi saksi yg memberatkan bapak di akhirat kelak.

Semoga bapak selalu dilindungi lahir dan batin dalam mengemban tugas berat ini. aamiin",3,"Tetap amanah ya pak dan bentuk kabinet dari orang-orang yang amanah juga. Karena risikonya kalau tidak, seluruh rakyat Indonesia akan jadi saksi yang memberatkan bapak di akhirat kelak.

Semoga bapak selalu dilindungi lahir dan batin dalam mengemban tugas berat ini. Aamiin.",positif
Hancur lebur bukan ditabganmu kau sombong ditangan yeauq kau munafik habis kau semua lihat yaa kalau Indonesia punah maupun binasa,1,Hancur lebur bukan ditabganmu kau sombong ditangan yeauq kau munafik habis kau semua lihat yaa kalau Indonesia punah maupun binasa,negatif
Pusingg aniss bayar hutangg,0,Anis bayar hutang.,negatif
"""ALHAMDULILLAH smg AMANAH ya Pak... BERSAMA kita KUAT"".SUHARLINA SRI ARIESETIAWATY, SH",0,"Alhamdulillah semoga amanah ya Pak... Bersama kita kuat. Suharlina Sri Ariesetiawaty, SH",positif
Curang,0,Curang,negatif
Hormat dari kami pendukungmu Letjen kopassus ️ semoga setelah ini keluargamu kembali utuh dan semoga amanah untuk mengabdi kepada negaramu bapak️️️,0,Hormat dari kami pendukungmu Letjen kopassus semoga setelah ini keluargamu kembali utuh dan semoga amanah untuk mengabdi kepada negaramu bapak,positif
"Bawa bawa Romadhon, Puasa aja gk kuat",0,"Bawa-bawa Ramadhan, puasa saja tidak kuat",negatif
Alhamdulillah buah kesabaran pk jendral thun ini bisa memimpin negri ini aamiin..3x,0,"Alhamdulillah buah kesabaran Pak Jenderal tahun ini bisa memimpin negara ini, aamiin. 3x",positif
"Aku Memilih dan Mendukung Anies Baswedan, 
Mengucapkan Selamat Kepada Pak Prabowo atas Mandat  dari Rakyat, 
Bersatulah Pak Prabowo dan Pak Anies Baswedan untuk Mensejahterakan Seluruh Rakyat indonesia",1,"Aku Memilih dan Mendukung Anies Baswedan, 
Mengucapkan Selamat Kepada Pak Prabowo atas Mandat dari Rakyat, 
Bersatulah Pak Prabowo dan Pak Anies Baswedan untuk Mensejahterakan Seluruh Rakyat Indonesia",positif
Anak abah mana sama anak banteng??? Semakin gila nggak kalian  liat tu siapa yg menang,0,Anak abah mana sama anak banteng??? Semakin gila tidak kalian liat tu siapa yang menang,negatif
TERBAIK!!!!!!!,0,TERBAIK!!!!!!!,positif
"Selamat Pak semoga sehat panjang umur Indonesia semakin maju Rakyat sejahtera,dan amanah",0,"Selamat Pak semoga sehat panjang umur Indonesia semakin maju Rakyat sejahtera, dan amanah",positif
Alhamdulilah sudah lulus sebagai pemenang ️,0,Alhamdulillah sudah lulus sebagai pemenang,positif
"Selamat kepada pemimpin yang menang semoga rakyat indonesia tidak keliru dalam memilih pemimpinya. Dan juga semoga tidak ada kata penyesalan seperti yang sudah sudah.
Semangat indonesia ku",0,"Selamat kepada pemimpin yang menang, semoga rakyat Indonesia tidak keliru dalam memilih pemimpinnya. Dan juga semoga tidak ada kata penyesalan seperti yang sudah-sudah. Semangat Indonesia ku.",netral
Alhamdulillah ya Allah.. Ahir yah engkau mengabulkan doa kami rakyat Indonesia selalu berdoa supaya pak Prabowo dan mas Gibran yg di ridho i mu ya Robb aamiin aamiin ya rabbal alamin,0,Alhamdulillah ya Allah.. Akhirnya Engkau mengabulkan doa kami rakyat Indonesia selalu berdoa supaya pak Prabowo dan mas Gibran yang diridhoi-Mu ya Robb aamiin aamiin ya rabbal alamin,positif
Semoga amanah pak jendral,0,Semoga amanah Pak Jendral,positif
Semoga Indonesia di pimpin pak prabowo menambah lebih baik,0,Semoga Indonesia dipimpin oleh Pak Prabowo untuk menjadi lebih baik.,positif
Alhamdulillah...baru kali ini saya pilih sang jendral yg TDK pernah lelah ingin mewakafkan hidupnya untuk Rakyat telah ditetapkan oleh KPU menjadi pemenang pilpres 2024.Maju terus Indonesia,0,Alhamdulillah...baru kali ini saya pilih sang jendral yang tidak pernah lelah ingin mewakafkan hidupnya untuk Rakyat telah ditetapkan oleh KPU menjadi pemenang pilpres 2024. Maju terus Indonesia,positif
"KEJAHATAN KECURANGAN PEMILU MELANDA INDONESIA..... RAKYAT INDONESIA SIAP   BAIKOT REZIM CURANG GUGAT SAMPAI 02 DIDISKUALIFIKASI.
.ADILI JKW",2,"Kejahatan kecurangan pemilu melanda Indonesia. Rakyat Indonesia siap boikot rezim curang, gugat sampai 02 didiskualifikasi. Adili Jokowi.",negatif
"Sakinh tulus nya beliau, sampai² dia merasa takut ada nama yang belum disebut atas keberhasilan nya...

Selamat dan sukses untuk mu pak jendral",0,"Saking tulusnya beliau, sampai-sampai dia merasa takut ada nama yang belum disebut atas keberhasilannya...

Selamat dan sukses untukmu Pak Jendral",positif
Aku bangga dengan pqk Prabowo smoga amana ya pak,0,Aku bangga dengan pasangan calon Prabowo semoga aman ya pak,positif
Pak Fahri Hamzah ngk d salamin,1,Pak Fahri Hamzah tidak disalami,negatif
Anis dan ganjar minta jata mentri sorry iye,0,"Anis dan Ganjar minta jabatan Menteri, maaf ya.",negatif
Sejuk apanya gk punya MALU !,1,Sejuk apanya tidak punya malu!,negatif
Ngomong Tok... Awal wae wes koyok ngene... Opo maneh 5 Tahun... Nasib nasib,0,Ngomong Tok... Awal saja sudah seperti ini... Apa lagi 5 Tahun... Nasib nasib,negatif
Gibran koq tidak terlihat disitu ya ...??,0,Gibran kok tidak terlihat disitu ya?,netral
"Tugas kami sebagai pendukung selesai, tolong pegang amanah kami pak, Allah beserta bapak.",0,"Tugas kami sebagai pendukung selesai, tolong pegang amanah kami pak, Allah beserta bapak.",positif
"Terkadang, keberhasilan seseorang itu bukan semata2 kehebatannya tp krna pertolongan Allah dan ditutupi pula aib2nya. Selamat yaa memikul tanggungjwab dunia akherat negara ini.",0,"Terkadang, keberhasilan seseorang itu bukan semata kehebatannya tapi karena pertolongan Allah dan ditutupi pula aib-aibnya. Selamat ya memikul tanggung jawab dunia akhirat negara ini.",positif
Hati hati nanti di culik loh ...,0,Hati-hati nanti di culik ya.,negatif
Zulhass ora duwe ISIN  !,1,Zulhass tidak memiliki ISIN!,negatif
"muka2nya , muka beban kecurangan",0,"Muka-muka mereka, muka beban kecurangan",negatif
Emang bner harus 3x ku coblos kmu pak baru afdol,0,"Emang benar harus tiga kali saya coblos kamu pak, baru lengkap.",negatif
"Perjuangan belum berakhir, masih ada satu jenjang terakhir yaitu MK untuk memastikan PEMENANG SEJATI.....
SALAM AKAL SEHAT....",0,"Perjuangan belum berakhir, masih ada satu jenjang terakhir yaitu Mahkamah Konstitusi untuk memastikan PEMENANG SEJATI.....
SALAM AKAL SEHAT....",netral
Selamat P. Prabowo & Mas Gibran,0,Selamat Pak Prabowo & Mas Gibran,positif
LG MENUNGGU PENDUKUNG SEBELAH YANG KEPANASAN,1,Menunggu pendukung sebelah yang kepanasan.,negatif
Gk punya Iman gk punya MALU  ORA ISIN PRABOWO JIBRAN DITONTON SEDUNIA !,2,Tidak punya iman tidak punya malu ora isin Prabowo Jibran ditonton sedunia!,negatif
Selamat pak telah terpilih...tolong jalankan tugas amanah ini dengan baik..dalam hati kecil kami tidak ridho bapak baik dengan orang yg telah menyakiti merendahkanmu...yaitu kubu 01..namun hatimu terlalu tulus sehingga bapak berniat tetap melayani mereka..,0,"Selamat pak telah terpilih, tolong jalankan tugas amanah ini dengan baik, dalam hati kecil kami tidak ridho bapak baik dengan orang yang telah menyakiti dan merendahkanmu, yaitu kubu 01, namun hatimu terlalu tulus sehingga bapak berniat tetap melayani mereka.",positif
hore menang setingan..,0,Hore menang setingan,negatif
Selamat pak Prabowo & mas Gibran,0,Selamat Pak Prabowo & Mas Gibran,positif
Semoga aja tdk semakin hancur dan amburadul,0,Semoga saja tidak semakin hancur dan amburadul,negatif
Alhamdulillah...... semoga Amanah memimpin negeri ini. Terbaik Prabowo Subianto dan Gibran,0,Alhamdulillah semoga Amanah memimpin negeri ini. Terbaik Prabowo Subianto dan Gibran,positif
Selamat Jendral... Smoga Negara Kita Smakin Maju Dan Disegani Dimasyarakat Indonesia Dan Seluruh Dunia,0,Selamat Jendral... Semoga Negara Kita Semakin Maju Dan Disegani Di Masyarakat Indonesia Dan Seluruh Dunia,positif
Semoga ini merupakan Tonggak barisan Indonesia Jaya Demi dan Untuk Nusa Bangsa bukan demi kelompok/ golongan   . sekaligus mewujudkan Indonesia maju seperti yg termaktub dlm UUD 1945  sebagai cita cita  leluhur pendiri bangsa ini.,0,"Semoga ini merupakan tonggak barisan Indonesia Jaya demi dan untuk Nusa Bangsa bukan demi kelompok/golongan, sekaligus mewujudkan Indonesia maju seperti yang termaktub dalam UUD 1945 sebagai cita-cita leluhur pendiri bangsa ini.",positif
Bakal makin parah wkwkwkkkk ancur rezim ini,0,Bakal makin parah ancur rezim ini,negatif
Trus terang saya. Dari awal simpatisan Anies. Di aplikasi  pengawalan simpatisan anies ikut aplikasi tsb.   Akibat anies menilai merendahkan orang lain   memberi nilai bowok 11  itu yg hati saya bergejolak ber alih ke bowok. Se umpama Anies model kampanye nya seperti awal seperti di jelek2 kin. Di. Hina di caci. Tetap  tabah     saya yakin. ANIES bisa menang.     Akibat karena kurang sabar  memberi nilai bowok. 11 ber Akibat  fatal. Ber pindah lain hati ke bowok semoga bowok sehat selalu  Indonesia bisa makmur  rakyat nya makmur murah sandang pangan hidup sejahtera Indonesia bisa maju di segala bidang  angka kemiskinan bisa turun drastis. Aamiin2 YRA,0,"Trus terang saya. Dari awal simpatisan Anies. Di aplikasi pengawalan simpatisan Anies ikut aplikasi tersebut. Akibat Anies menilai merendahkan orang lain memberi nilai Prabowo 01 itu yang hati saya bergejolak berpindah ke Prabowo. Seumpama Anies model kampanyenya seperti awal, seperti mengjelek-jelekkan. Dihina,",negatif
"Selamat Jendral, akhirnya dengan susah payah, untuk menjadi President RI, akhirnya tercapai... Congrats",0,"Selamat Jenderal, akhirnya dengan susah payah, untuk menjadi Presiden RI, akhirnya tercapai. Selamat!",positif
Hasto tumben ora nangis,0,Hasto tumben tidak menangis,negatif
saya belain g tidur demi memegangkan anda jendral,0,"saya rela tidak tidur demi mendukung Anda, Jenderal",positif
Tidak apa prabowo menang tp untuk menang di tunggangi rezim najis. Alangkah baiknnya jika bersedia wakil anda di buang  pak biar tidak berlumuran najis,0,"Tidak apa Prabowo menang tapi untuk menang diharapkan tidak di bawah rezim yang buruk. Sangat baik jika bersedia wakil anda diganti, agar tidak terlibat dalam hal yang buruk.",negatif
Ganjar anis di lantik KPK,0,Ganjar Anis dilantik KPK,negatif
"Menurut ramalan seseorang ,klu negri ini di pimpin oleh dasar pemimpin curang,maka musibah akan terjadi besar²an di pulau jawa, tunggu aja tgl main nya, pulau jawa akan tenggelam,sunami akan menyerang kalian",0,"Menurut ramalan seseorang, jika negara ini dipimpin oleh pemimpin yang curang, maka musibah besar akan terjadi di Pulau Jawa. Tunggu saja tanggal mainnya, Pulau Jawa akan tenggelam, tsunami akan menyerang kalian.",negatif
Hahaha,0,Hahaha,netral
Alhamdulilah  ahirnya terkabul pk prabowo  jd president,0,Alhamdulillah akhirnya terkabul Pak Prabowo jadi presiden.,positif
"Mantap, anis ganjar terima kekalahan aja dah gk usah hak angket buang2 duit lagi",0,"Mantap, Anis Ganjar terima kekalahan saja, tidak usah hak angket buang-buang uang lagi.",negatif
"Suses pak 
Semoga indonesia lbh maju 
Dan para rakyatnya jd makmur",37,"Sukses pak
Semoga Indonesia lebih maju
Dan para rakyatnya jadi makmur",positif
"Cocok jenderal, anda layak memimpin",0,"Cocok jenderal, Anda layak memimpin",positif
Ok gass pak,0,Ok gas pak,netral
"Jgn senangdl  , masih ad mk dan hak angket yg akan membatalkan kemengan kalian , .. 
Lillahi taala sy tdk rela negara ini dipimpin oleh pemimpin yg dilahirkan oleh kecurangan",2,"Jangan senang dulu, masih ada MK dan hak angket yang akan membatalkan kemenangan kalian. Lillahi taala saya tidak rela negara ini dipimpin oleh pemimpin yang dilahirkan oleh kecurangan.",negatif
Alhamdulillah penantian panjangku terkabul ya allah.. Buktikan pada mereka yg menilai rendah dirimu dengan prestasi² yang dapat memajukan bangsa ini jendral.,216,"Alhamdulillah penantian panjangku terkabul ya Allah. Buktikan pada mereka yang menilai rendah dirimu dengan prestasi yang dapat memajukan bangsa ini, Jenderal.",positif
"Cukup tau dari hasil perolehan suara dukungan di pemilu ini, indonesia hampir fix 95% orangnya bodoh² dan IQ juga EQ nya, pengetahuan, ilmunya rendah fix, tidak terkecuali diri saya sendiri yang tidak dapat berbuat banyak untuk membantu membenahi keburukan² yang terjadi saat ini .",0,"Cukup tau dari hasil perolehan suara dukungan di pemilu ini, Indonesia hampir 95% orangnya bodoh-bodoh dan IQ serta EQ-nya rendah, pengetahuan dan ilmunya juga rendah, tidak terkecuali diri saya sendiri yang tidak dapat berbuat banyak untuk membantu membenahi keburukan-keburukan yang terjadi saat ini.",negatif
Alhamdulilah,0,Alhamdulillah,positif
Terima kasih ya Alloh atas kemenangan BPK ku Prabowo subiyanto,0,Terima kasih ya Allah atas kemenangan BPK ku Prabowo Subiyanto,positif
Alhamdulilah,0,Alhamdulillah,positif
NT dah fahri hamzah,0,NT dah Fahri Hamzah,negatif
"Anak abah, menangislah .. jgn ditahan, tumpahkan setumpah²nya",0,"Anak abah, menangislah jangan ditahan, tumpahkan setumpah-pahanya",negatif
"Selamat jendral, smg Indonesia tetap jaya di bawah kepemimpinan BPK Prabowo dan Gibran.",0,"Selamat Jenderal, semoga Indonesia tetap jaya di bawah kepemimpinan Bapak Prabowo dan Gibran.",positif
Alhamdulillah Bisa Tidur Nyenyak.,0,Alhamdulillah Bisa Tidur Nyenyak.,netral
"Bismillah...semoga Allah membimbing BPK selalu dalam menjalankan amanah ini hingga akhir masa jabatan, dan semoga yang kalah bisa menerima kenyataan ini, marilah saat nya bersama sama kita membangun negri.",7,"Bismillah, semoga Allah membimbing BPK selalu dalam menjalankan amanah ini hingga akhir masa jabatan, dan semoga yang kalah bisa menerima kenyataan ini, marilah saatnya bersama-sama kita membangun negara.",positif
Gpp ksih dy mnang bntr lagi mati kok,0,"Dia akan menang lagi nanti, jangan khawatir.",positif
Lanjutkan perjuangan Indonesia maju,0,Lanjutkan perjuangan Indonesia maju,positif
alhamdulilah. y allah,0,Alhamdulillah. Ya Allah.,positif
"Rakyat yg mana pak ..???  
Apa iya rakyat mayoritas ..???",1,Rakyat yang mana pak? Apa benar rakyat mayoritas?,negatif
Semoga bapa bisa mengemban amanah dari rakyat . perjuangan bapa tidak sia sia . jangan menyia nya kan kesempatan ini pa . bawa Indonesia menjadi lebih maju . dan jangan lupa kepada rakyat kecil pa,13,Semoga bapak bisa mengemban amanah dari rakyat. Perjuangan bapak tidak sia-sia. Jangan menyia-nyiakan kesempatan ini pak. Bawa Indonesia menjadi lebih maju. Dan jangan lupa kepada rakyat kecil pak.,positif
Menyala Prabowo ️,0,Menyala Prabowo,netral
Selamat pak jendral.,0,Selamat Pak Jendral.,positif
"Alhamdulilah ,selamat bapak prabowo dan pak gibran ,semoga indonesia lebih baik kedepan",0,"Alhamdulillah, selamat Bapak Prabowo dan Pak Gibran, semoga Indonesia lebih baik ke depan.",positif
"Hahaha Sebelum 14 Feb semua rakyat juga sudah tau siapa pemenangnya, Ga perlu pun KPU umumin,Kalian kira kalian akan tenang Menang diatas Kecurangan?!? Inilah Pemilu Paling Brutal Sepanjang sejarah Negri ini, Anda tidak Punya Legitimasi",0,"Sebelum 14 Feb semua rakyat juga sudah tahu siapa pemenangnya, Tidak perlu KPU umumkan, Kalian kira kalian akan tenang Menang di atas Kecurangan? Inilah Pemilu Paling Brutal Sepanjang sejarah Negara ini, Anda tidak Punya Legitimasi",negatif
AMIN RAIS GAK NYELONONG MUNCUL YA... MANA BATANG HIDUNGNYA ?,0,Amin Rais tidak muncul ya... Mana batang hidungnya?,negatif
"RAKYAT WARAS SAMPAIKAN BANYAK TERIMAKASIH KPD BAPAK PRABOWO GIBRAN ATAS KEBERHASILAN DAN KEMENANGAN VERSI KPU , KALO SAMPAI MK JUGA SEMOGA TETAP DI MENANGKAN OLEH ALLAH SWT. AAMIIN YA ROBBAL AALAMIIN .",2,"Rakyat waras sampaikan banyak terimakasih kepada Bapak Prabowo Gibran atas keberhasilan dan kemenangan versi KPU, kalau sampai MK juga semoga tetap dimenangkan oleh Allah SWT. Aamiin ya Robbal Aalamiin.",positif
semoga bp perabowo selalu ingat rakyat yg telah memilih bp dan bisa memajukan indonesia aminyarobalalamin,0,"Semoga Pak Prabowo selalu ingat rakyat yang telah memilih beliau dan bisa memajukan Indonesia, amin ya Robbal Alamin.",positif
Abah pak spesialis mecah belah rakyat akui aja kekalahan biar pendukung anda pulang dri kpu jgan anda ke enakan tidur tpi pengagum mu kepanasan d lapangan,0,"Abah pak spesialis memecah belah rakyat akui saja kekalahan, biar pendukung Anda pulang dari KPU jangan Anda ke enakan tidur, tapi pengagummu kepanasan di lapangan.",negatif
"Selamat menjalankan tugas pak,kami ikut mendukung dan mendoakan semogo rakyat sejahtera.",0,"Selamat menjalankan tugas pak, kami ikut mendukung dan mendoakan semoga rakyat sejahtera.",positif
Wapresnya kok nga ada??,0,Wakil Presiden nya kok tidak ada?,negatif
"Merinding Gaes , Menyala Abangkuh",0,"Merinding, semoga pasangan calon nomor urut 1, Menyala Abangkuh",negatif
"Selamat y Alfiansyah "" Komeng """,0,"Selamat ya Alfiansyah ""Komeng""",netral
"Congratulation BHISMA yg agung.... 

tetap lah berhati hati ..",0,"Congratulation BHISMA yang agung.... 

tetaplah berhati-hati ..",positif
Pendukung 01 /03 pada kemana kok gak ada yang komen,0,Pendukung 01 /03 pada kemana kok tidak ada yang komen,negatif
